Ref,Val,Package,PosX,PosY,Rot,Side
"R8","10K","R_0402_1005Metric",188.185000,-90.000000,90.000000,top
"R9","10K","R_0402_1005Metric",164.925000,-99.500000,180.000000,top
"R10","200K","R_0402_1005Metric",164.925000,-100.650000,180.000000,top
"R11","200K","R_0402_1005Metric",164.925000,-101.800000,180.000000,top
"R16","1M","R_0402_1005Metric",147.100000,-92.750000,-90.000000,top
"R17","47K","R_0402_1005Metric",164.975000,-94.000000,180.000000,top
"R18","100K","R_0402_1005Metric",137.500000,-95.500000,0.000000,top
"R19","10K","R_0402_1005Metric",164.975000,-92.900000,180.000000,top
"R20","12K","R_0402_1005Metric",164.975000,-89.650000,180.000000,top
"R21","2.2K_402","R_0402_1005Metric",198.580000,-92.120000,180.000000,top
"R22","100K","R_0805_2012Metric",187.600000,-94.240000,90.000000,top
"R24","4.7K","R_0402_1005Metric",187.200000,-101.300000,0.000000,top
"R25","4.7K","R_0402_1005Metric",188.250000,-103.070000,90.000000,top
"R27","12K","R_0402_1005Metric",128.350000,-107.750000,90.000000,top
"R32","10K","R_0402_1005Metric",158.825000,-98.650000,180.000000,top
"R33","12K_1%","R_0402_1005Metric",147.290000,-87.450000,0.000000,top
"R34","10K","R_0402_1005Metric",147.200000,-95.925000,180.000000,top
"R35","10K","R_0402_1005Metric",130.125000,-87.150000,180.000000,top
"R36","10K","R_0402_1005Metric",158.850000,-97.400000,180.000000,top
"R37","49.9R","R_0402_1005Metric",158.800000,-103.050000,180.000000,top
"RX2_N1","RX2_N","TP_PAD_1.5x0.8",209.822875,-102.000000,0.000000,top
"RX2_P1","RX2_P","TP_PAD_1.5x0.8",209.822875,-103.500000,0.000000,top
"SBU1","SBU1","TP_PAD_1.5x0.8",209.822875,-99.000000,0.000000,top
"TX1_N1","TX1_N","TP_PAD_1.5x0.8",209.822875,-91.500000,0.000000,top
"TX1_P1","TX1_P","TP_PAD_1.5x0.8",209.822875,-90.000000,0.000000,top
"U3","USB7206-usb_hub_controller","QFN-100_40P1200X1200X90-101N-D",176.850000,-96.050000,0.000000,top
"U4","MCDP2900","BGA-64_8x8_7.0x7.0mm_MCDP2900",193.187500,-97.180000,0.000000,top
"U6","LAN9500AI-ABZJ-TR","LAN950X_QFN50P800X800X100-57N",133.935000,-101.000000,0.000000,top
"U12","TLV320AIC3104IRHBR","VQFN-32-1EP_5x5mm_P0.5mm_EP3.5x3.5mm",154.200000,-101.000000,180.000000,top
"U13","AP2127N-1.8","SOT-23",158.625000,-118.250000,-90.000000,top
"USB_GND2","USB_GND2","TP_PAD_1.5x0.8",209.822875,-105.000000,0.000000,top
"USB_GND4","USB_GND2","TP_PAD_1.5x0.8",209.822875,-88.500000,0.000000,top
"VBUS1","VBUS","TP_PAD_1.5x0.8",209.822875,-93.000000,0.000000,top
"VBUS1","VBUS","TP_PAD_1.5x0.8",209.822875,-100.500000,0.000000,top
"Y1","25MHz_402F2501XIAR","Crystal_SMD_2016-4Pin_2.0x1.6mm",173.625000,-86.750000,-45.000000,top
"Y2","27MHz","Crystal_SMD_Abracon_ABM8G-4Pin_3.2x2.5mm",199.295000,-98.675000,90.000000,top
"Y3","25MHz","Crystal_SMD_2520-4Pin_2.5x2.0mm",132.400000,-108.100000,-45.000000,top
"Y4","24.0MHz","Crystal_SMD_2016-4Pin_2.0x1.6mm",150.030000,-93.170000,-135.000000,top
